Text,Category
mobiles  not media players yet  mobiles are not yet ready to be all-singing  all-dancing multimedia devices which will replace portable media players  say two reports. despite moves to bring music download services to mobiles  people do not want to trade multimedia services with size and battery life  said jupiter.,tech
o sullivan could run in worlds sonia o sullivan has indicated that she would like to participate in next month s world cross country championships in st etienne. athletics ireland have hinted that the 35-year-old cobh runner may be included in the official line-up for the event in france on 19-20 march.,sport
sales  fail to boost high street  the january sales have failed to help the uk high street recover from a poor christmas season  a survey has found. stores received a boost from bargain hunters but trading then reverted to december levels  the british retail consortium and accountants kpmg said.,business
holmes wins  2004 top tv moment  sprinter kelly holmes  olympic victory has been named the top television moment of 2004 in a bbc poll. holmes  800m gold medal victory beat favourite moments from drama  comedy and factual programmes  as voted by television viewers.,entertainment
bbc denies blackadder tv comeback the bbc has said there are no plans in the pipeline for a new series of hit comedy blackadder  which ended in 1989. tony robinson  who played the servant baldrick  told itv1 s this morning the show s star  rowan atkinson  was  more keen than he has been in the past .,entertainment
levy takes whitbread novel prize orange prize winner andrea levy has seen her book small island win the whitbread novel of the year award. she is now favourite to win the overall prize after beating booker winner alan hollinghurst s the line of beauty.,entertainment
boateng to step down at election paul boateng  chief secretary to the treasury  is to step down as a labour mp at the forthcoming general election. mr boateng  53  is to become the uk s high commissioner to south africa.,politics
ref stands by scotland decisions the referee from saturday s france v scotland six nations match has defended the officials  handling of the game after criticism by matt williams. the scotland coach said his side were robbed of victory by poor decisions made by the officials.,sport
kennedy to make temple address charles kennedy is set to address 2 000 people at a hindu temple as part of an appeal to ethnic minority voters. the liberal democrat leader will visit the shri swaminarayan mandir temple in neasden  north west london.,politics
campbell: e-mail row  silly fuss  ex-no 10 media chief alastair campbell is at the centre of a new political row over an e-mail containing a four-letter outburst aimed at bbc journalists. mr campbell sent the missive by mistake to bbc2 s newsnight after it sought to question his role in labour s controversial poster campaign.,politics
cabs collect mountain of mobiles gadgets are cheaper  smaller and more common than ever. but that just means we are more likely to lose them.,tech
tory candidate quits over remark a conservative election challenger is quitting after being quoted as wanting a  period of creative destruction in the public services . danny kruger  who also works in the tory research unit  had been due to take on tony blair in sedgefield.,politics
cannabis hopes for drug firm a prescription cannabis drug made by uk biotech firm gw pharmaceuticals is set to be approved in canada. the drug is used to treat the central nervous system and alleviate the symptoms of multiple sclerosis (ms).,business
errors  doomed first dome sale the initial attempt to sell the millennium dome failed due to a catalogue of errors  a report by the government s finance watchdog says. the report said too many parties were involved in decision-making when the attraction first went on sale after the millennium exhibition ended.,politics
steady job growth continues in us the us created fewer jobs than expected in december  but analysts said that the dip in hiring was not enough to derail the world s biggest economy. according to labor department figures  157 000 new jobs were added last month.,business
sydney return for henin-hardenne olympic champion justine henin-hardenne will return to action in january s sydney international tournament. the belgian has not competed since losing her top world ranking at the us open in september  where she was beaten in the fourth round by nadia petrova.,sport
paraguay novel wins us book prize a novel set in 19th century paraguay has won the $10 000 (£5 390) fiction prize at the us national book awards. lily tuck s the news from paraguay is a fictionalised tale about paraguayan leader francisco solano lopez and his irish mistress.,entertainment
uk economy facing  major risks  the uk manufacturing sector will continue to face  serious challenges  over the next two years  the british chamber of commerce (bcc) has said. the group s quarterly survey of companies found exports had picked up in the last three months of 2004 to their best levels in eight years.,business
saudi ncci s shares soar shares in saudi arabia s national company for cooperative insurance (ncci) soared on their first day of trading in riyadh. they were trading 84% above the offer price on monday  changing hands at 372 riyals ($99; £53) after topping 400 early in the day.,business
china suspends 26 power projects china has ordered a halt to construction work on 26 big power stations  including two at the three gorges dam  on environmental grounds. the move is a surprising one because china is struggling to increase energy supplies for its booming economy.,business
ronaldo considering new contract manchester united winger cristiano ronaldo said he is close to agreeing to a new contract at old trafford. the portugal star  who joined in august 2003 on a five-year-deal  is a regular in the united first-team.,sport
all black magic: new zealand rugby playing colours:  all black  the haka and more!  the all blacks  charles john munro discovered rugby at london s christ college  and on his return to nelson he staged new zealand s first game. nelson town met nelson college on 14 may  1870  the town triumphing by two goals to nil  instigating a game that would become a national obsession and come to dominate the country s sporting passions.,sport
england children s tsar appointed the first children s commissioner for england has been appointed. great ormond street hospital professor of child health  al aynsley-green  was chosen by the government and will start the £100 000-a-year job immediately.,politics
lib dems   bold  election policy charles kennedy has told voters his liberal democrats will offer them an  honest choice  at the next general election. with the other two big parties battling over which will impose the lowest taxes  mr kennedy is going into the looming election pledged to increase taxation.,politics
greek sprinters suspended by iaaf greek sprinters kostas kenteris and katerina thanou have been suspended after failing to take drugs tests before the athens olympics. athletics  ruling body the iaaf said explanations from the pair and their former coach as to why they missed the tests were  unacceptable .,sport
china net cafe culture crackdown chinese authorities closed 12 575 net cafes in the closing months of 2004  the country s government said. according to the official news agency most of the net cafes were closed down because they were operating illegally.,tech
bbc leads interactive bafta wins the bbc and the national theatre have led the field at this year s interactive bafta awards. the national theatre s stagework website picked up the prize for best learning as well as top factual site.,tech
italy aim to rattle england italy coach john kirwan believes his side can upset england as the six nations wooden spoon battle hots up. the two sides  both without a win  meet on 12 march at twickenham and kirwan says his side will be hoping to make the most of england s current slump.,sport
mobiles get set for visual radio the growth in the mobile phone market in the past decade has been nothing less than astonishing  but the ability to communicate on the go is not the only reason we are hooked. games  cameras and music players have all been added to our handsets in the last few years  but 2005 could see another big innovation that won t just see a change in our mobile phone habits - it might alter the way we listen to the radio.,tech
how the academy awards flourished the 77th annual academy awards are taking place on 27 february with the stars of the movie-making world once again holding their breath to discover who will be showered with the honours this year. but from humble beginnings  how did the modern day extravaganza become the behemoth it is today   how it all started the first academy awards were handed out in 1929 at a comparatively low-key dinner held at the hollywood roosevelt hotel - just over the road from their modern day home.,entertainment
baa support ahead of court battle uk airport operator baa has reiterated its support for the government s aviation expansion plans to airports throughout the country. the comments come a day ahead of a high court challenge by residents  groups and local councils to the government s white paper.,politics
no re-draft  for eu patent law a proposed european law on software patents will not be re-drafted by the european commission (ec) despite requests by meps. the law is proving controversial and has been in limbo for a year.,tech
labour s cunningham to stand down veteran labour mp and former cabinet minister jack cunningham has said he will stand down at the next election. one of the few blair-era ministers to serve under jim callaghan  he was given the agriculture portfolio when labour regained power in 1997.,politics
de niro film leads us box office film star robert de niro has returned to the top of the north american box office with his film hide and seek. the thriller shot straight to the number one spot after taking $22m (£11.7m) at the box office.,entertainment
henin-hardenne beaten on comeback justine henin-hardenne lost to elena dementieva in a comeback exhibition match in belgium on sunday for her second defeat in two days. and the belgian  who has slipped to eight in the world after struggling with a virus  faces a tough australian open title defence next month.,sport
yukos loses us bankruptcy battle a judge has dismissed an attempt by russian oil giant yukos to gain bankruptcy protection in the us. yukos filed for chapter 11 protection in houston in an unsuccessful attempt to halt the auction of its yugansk division by the russian authorities.,business
video phone help for deaf people deaf people who prefer to communicate using british sign language (bsl) could soon be having their phone conversations relayed using webcams or videophones and an interpreter. the video relay service is being piloted by the royal national institute for deaf people (rnid)  but the organisation says unless the service is provided at the same rate as voice calls it will be beyond most people s pockets.,tech
benitez issues warning to gerrard liverpool manager rafael benitez has ordered captain steven gerrard not to play down their champions league ambitions and be more positive. gerrard told the bbc liverpool were unlikely to win the trophy this year.,sport
worldcom bosses  $54m payout ten former directors at worldcom have agreed to pay $54m (£28.85m)  including $18m from their own pockets  to settle a class action lawsuit  reports say. james wareham  a lawyer representing one of the directors  told reuters the 10 had agreed to pay those who lost billions when the firm collapsed.,business
lib dems  to target stamp duty  the liberal democrats are promising to raise the stamp duty threshold if they win the general election  in a bid to court first-time house buyers. vince cable  the party s treasury spokesman  said raising the threshold to £150 000 would prevent over 400 000 home-buyers from paying the tax.,politics
singer ferguson  facing eviction  three degrees star sheila ferguson is the favourite to be evicted from itv s i m a celebrity... get me out of here on monday.,entertainment
msps hear renewed climate warning climate change could be completely out of control within several decades  the scottish environment protection agency is warning a committee of msps. experts are giving evidence on the subject to the scottish parliament s environment committee.,politics
robinson out of six nations england captain jason robinson will miss the rest of the six nations because of injury. robinson  stand-in captain in the absence of jonny wilkinson  had been due to lead england in their final two games against italy and scotland.,sport
robots learn  robotiquette  rules robots are learning lessons on  robotiquette  - how to behave socially - so they can mix better with humans. by playing games  like pass-the-parcel  a university of hertfordshire team is finding out how future robot companions should react in social situations.,tech
moya fights back for indian title carlos moya became the first man to successfully defend the chennai open title by beating four-times finalist paradorn srichaphan 3-6 6-4 7-6 (7/5). the spaniard then donated his £28 000 prize money to relief efforts for the victims of the asian tsunami.,sport
bargain calls widen softbank loss japanese communications firm softbank has widened losses after heavy spending on a new cut-rate phone service. the service  launched in december and dubbed  otoku  or  bargain   has had almost 900 000 orders  softbank said.,business
bridge could miss rest of season chelsea left-back wayne bridge could miss the rest of the season with a suspected broken ankle. the england international  24  was hurt in an innocuous challenge with alan shearer during the londoners  fa cup defeat at newcastle on sunday.,sport
mobile music challenges  ipod age  nokia and microsoft have agreed a deal to work on delivery of music to handsets  while sony ericsson has unveiled its phone walkman and motorola is working on an itunes phone. can mobile phones replace the mp3 player in your pocket  the music download market has been growing steadily since record firms embraced digital distribution.,tech
aids and climate top davos agenda climate change and the fight against aids are leading the list of concerns for the first day of the world economic forum in the swiss resort of davos. some 2 000 business and political leaders from around the globe will listen to uk prime minister tony blair s opening speech on wednesday.,business
mps tout lords replacement plan a group of mps has tried to raise the pressure on tony blair over reform to the house of lords by publishing a detailed blueprint for change. the cross-party group has unveiled a draft bill proposing a smaller second chamber in which 70% of members would be elected.,politics
safety alert as gm recalls cars the world s biggest carmaker general motors (gm) is recalling nearly 200 000 vehicles in the us on safety grounds  according to federal regulators. the national highway traffic safety administration (nhtsa) said the largest recall involves 155 465 pickups  vans and sports utility vehicles (suvs).,business
bosvelt optimistic over new deal manchester city s paul bosvelt will find out  within a month  whether he is to be offered a new one-year deal. the 34-year-old dutch midfielder is out of contract in the summer and  although his age may count against him  he feels he can play on for another season.,sport
collins to compete in birmingham world and commonwealth 100m champion kim collins will compete in the 60m at the norwich union grand prix in birmingham on 18 february. the st kitts and nevis star joins british olympic relay gold medallists jason gardener and mark lewis-francis.,sport
be careful how you code a new european directive could put software writers at risk of legal action  warns former programmer and technology analyst bill thompson. if it gets its way  the dutch government will conclude its presidency of the european union by pushing through a controversial measure that has been rejected by the european parliament  lacks majority support from national governments and will leave millions of european citizens in legal limbo and facing the possibility of court cases against them.,tech
first look at playstation 3 chip some details of the chip inside sony s playstation 3 have been revealed. sony  ibm and toshiba have released limited data about the so-called cell chip that will be able to carry out trillions of calculations per second.,tech
ailing eurodisney vows turnaround eurodisney  the european home of mickey mouse and friends  has said it will sell 253m euros (£175m; $328m) of new shares as it looks to avoid insolvency. the sale is the last part of a plan to restructure 2.4bn euros-worth of debts.,business
saudi investor picks up the savoy london s famous savoy hotel has been sold to a group combining saudi billionaire investor prince alwaleed bin talal and a unit of hbos bank. financial details of the deal  which includes the nearby simpson s in the strand restaurant  were not disclosed.,business
tories  would cut number of mps  the conservative party would cut the number of mps by about one-fifth if they were elected  tory leader michael howard has said. the plan forms part of the party s  smaller government bill   to be unveiled later this week.,politics
blair defends terror law changes the prime minister has defended measures to allow house arrest without trial  saying  several hundred  people in the uk are plotting terror attacks. the government is facing opposition from tory and lib dem mps and its own backbenchers as it prepares for the final commons debate on the changes.,politics
us interest rates increased to 2% us interest rates are to rise for the fourth time in five months  in a widely anticipated move. the federal reserve has raised its key federal funds rate by a quarter percentage point to 2% in light of mounting evidence that the us economy is regaining steam.,business
grammys honour soul star charles the memory of soul legend ray charles dominated the music world s leading music ceremony on sunday as he was given eight posthumous grammy awards. charles  who died in 2004  got honours including record and album of the year  while alicia keys and actor jamie foxx performed a musical tribute to him.,entertainment
world leaders gather to face uncertainty more than 2 000 business and political leaders from around the globe are arriving in the swiss mountain resort davos for the annual world economic forum (wef). for five days  they will discuss issues ranging from china s economic power to iraq s future after this sunday s elections.,business
ten-year tragedy of missing manic richey edwards  guitarist and lyricist for the manic street preachers  vanished 10 years ago  on 1 february 1995. his disappearance remains one of the most tragic mysteries in rock music.,entertainment
bortolami predicts dour contest italy skipper marco bortolami believes saturday s six nations contest against scotland will be a scrappy encounter. with both sides looking for their first win of the championship  the third-round game at murrayfield has been billed as a wooden-spoon decider.,sport
england given tough sevens draw england will have to negotiate their way through a tough draw if they are to win the rugby world cup sevens in hong kong next month. the second seeds have been drawn against samoa  france  italy  georgia and chinese taipei.,sport
youssou n dour wins music prize senegalese musician youssou n dour has been named a winner of a bbc radio 3 world music award. his album egypt won the critics  award for album of the year  while the best newcomer accolade went to argentine chango spasiuk.,entertainment
actor scott is new bond favourite bookmaker william hill has stopped taking bets on who will be the next james bond  following a succession of large wagers on actor dougray scott. the firm closed the book on friday  saying  insider information  could have contributed to the number of bets.,entertainment
troubled marsh under sec scrutiny the us stock market regulator is investigating troubled insurance broker marsh & mclennan s shareholder transactions  the firm has said. the securities and exchange commission has asked for information about transactions involving holders of 5% or more of the firm s shares.,business
uk s  useless  quangos under fire the uk has 529 quangos financed with billions of pounds of taxpayers  cash - many of which are useless or duplicate each other s efforts  a report claims. essential guide to british quangos 2005 author dan lewis said at least 111 of the appointed bodies had been set up since labour won power in 1997.,politics
us ahold suppliers face charges us prosecutors have charged nine food suppliers with helping dutch retailer ahold inflate earnings by more than $800m (£428m). the charges have been brought against individuals as well as companies  alleging they created false accounts.,business
dutch watch van gogh s last film the last film to be made by the slain dutch director theo van gogh  called 06/05  has been premiered in the hague. members of van gogh s family and celebrities attended the screening of 06/05  based on the murder of the anti-immigration politician pim fortuyn.,entertainment
henman overcomes rival rusedski tim henman saved a match point before fighting back to defeat british rival greg rusedski 4-6 7-6 (8-6) 6-4 at the dubai tennis championships on tuesday. world number 46 rusedski broke in the ninth game to take a tight opening set.,sport
wi-fi web reaches farmers in peru a network of community computer centres  linked by wireless technology  is providing a helping hand for poor farmers in peru. the pilot scheme in the huaral valley  80 kilometres north of the capital lima  aims to offer the 6 000-strong community up-to-date information on agricultural market prices and trends.,tech
us box office set for record high ticket sales at the us box office are predicted to break records this year  with figures expected to reach $9.4 billion  beating 2002 s all-time high. overall figures could be dampened by the lack of a christmas hit like last year s oscar-winning lord of the rings.,entertainment
players sought for $1m prize uk gamers are getting a chance to take part in a $1m tournament thanks to one of the country s top teams. the four-kings clan is staging a pop idol type competition to find new members who can take on the world s best in the lucrative tournament.,tech
spike lee backs student directors film-maker spike lee says black representation is stronger than ever in cinema and tv but the true power in entertainment lies behind the camera. the she hate me director urged students at his old atlanta university  morehouse college  to seek  gatekeeper positions  behind the scenes.,entertainment
senior fannie mae bosses resign the two most senior executives at us mortgage giant fannie mae have resigned after accounting irregularities were uncovered at the company. chief executive franklin raines  a former senior official in the clinton administration  and chief financial officer tim howard have left the firm.,business
piero gives rugby perspective bbc sport unveils its new analysis tool piero at the wales v england rugby union match on saturday. but what does it do and how does it work   picture the scene - wales are camped on the england line in the dying seconds of the six nations  opening match.,tech
bets off after big brother  leak  a bookmaker has stopped taking bets on celebrity big brother after claiming  sensitive information  about the channel 4 show had been leaked. william hill made the move after four people tried to place bets on friday s surprise double eviction.,entertainment
economy  strong  in election year uk businesses are set to prosper during the next few months - but this could trigger more interest rate rises  according to a report. optimism is at its highest since 1997 and business will reap the benefits of a continuing rise in public spending  say researchers at bdo stoy hayward.,business
further rise in uk jobless total the uk s jobless total rose for the second month in a row in december  official figures show. the number of people out of work rose 32 000 to 1.41 million in the last three months of 2004  even as 90 000 more people were in employment.,business
deutsche attacks yukos case german investment bank deutsche bank has challenged the right of yukos to claim bankruptcy protection in the us. in a court filing on tuesday  it said the russian oil giant has few texas ties beyond bank accounts and a texas-based finance chief.,business
disney settles disclosure charges walt disney has settled charges from us federal regulators that it failed to disclose how family members of directors were employed by the company. the media giant was not fined by the securities and exchange commission  but has agreed to refrain from any future violations of securities law.,business
duran duran show set for us tv chart stars duran duran are to appear in a vh1 special in the us including interviews and concert footage. the show airs on tuesday and will feature a studio performance  behind the scenes footage and fan interviews.,entertainment
casual gaming to  take off  games aimed at  casual players  are set to be even bigger in 2005  according to industry experts. easy-to-play titles that do not require too much time and that are playable online or downloadable to mobile devices will see real growth in the coming year.,tech
microsoft gets the blogging bug software giant microsoft is taking the plunge into the world of blogging. it is launching a test service to allow people to publish blogs  or online journals  called msn spaces.,tech
broadband challenges tv viewing the number of europeans with broadband has exploded over the past 12 months  with the web eating into tv viewing habits  research suggests. just over 54 million people are hooked up to the net via broadband  up from 34 million a year ago  according to market analysts nielsen/netratings.,tech
pop band busted to  take a break  chart-topping pop band busted have confirmed that they plan to  take a break   following rumours that they were on the verge of splitting. a statement from the band s record company universal said frontman charlie simpson planned to spend some time working with his other band  fightstar.,entertainment
call for action on internet scam phone companies are not doing enough to warn customers about internet  rogue-dialling  scams  according to premium phone line regulator icstis. it has received 45 000 complaints in recent months about dial-up internet connections diverting to premium rate numbers without users  knowledge.,tech
llewellyn plans wales retirement wales record cap holder gareth llewellyn will retire from test rugby at the end of the six nations. the veteran lock  who is 36 at the end of february  told bbc wales scrum v that it is time for him to bring down the curtain on his 92-cap wales career.,sport
new harry potter tops book chart harry potter and the half-blood prince has topped amazon s book chart less than 24 hours after its release date - 16 july - was announced. thousands of customers placed pre-orders on the amazon.co.uk website for the sixth book in the series.,entertainment
councils  must find gypsy sites  ministers are telling councils to find more sites for travellers  amid continuing rows concerning a string of unauthorised encampments. councils are also to be given stronger powers to move on illegal settlements by gypsy communities on rural land.,politics
lifestyle  governs mobile choice  faster  better or funkier hardware alone is not going to help phone firms sell more handsets  research suggests. instead  phone firms keen to get more out of their customers should not just be pushing the technology for its own sake.,tech
shares hit by ms drug suspension shares in elan and biogen idec plunged on monday as the firms suspended sales of new multiple sclerosis drug tysabri after a patient s death in the us. on the new york stock exchange  shares in ireland-based elan lost 70% while us partner biogen idec shed 43%.,business
davenport hits out at wimbledon world number one lindsay davenport has criticised wimbledon over the issue of equal prize money for women. reacting to a disputed comment by all england club chairman tim phillips  the american said:  i think it is highly insulting if prize money is taken away.,sport
pupils to get anti-piracy lessons lessons on music piracy and copyright issues are to be taught to secondary school pupils in the uk. the lessons  aimed at 11 to 14-year-olds  will introduce them to copyright - including the issues of downloading from the internet and the illegal copying of cds - and its role in protecting creativity.,entertainment
dundee utd 4-1 aberdeen dundee united eased into the semi-final of the scottish cup with an emphatic win over aberdeen. alan archibald prodded united ahead in 19 minutes and james grady made it two from close range 10 minutes later.,sport
honour for uk games maker leading british computer games maker peter molyneux has been made an obe in the new year honours list. the head of surrey s lionhead studios was granted the honour for services to the computer games industry.,tech
google to scan famous libraries the libraries of five of the world s most important academic institutions are to be digitised by google. scanned pages from books in the public domain will then be made available for search and reading online.,tech
s korea spending boost to economy south korea will boost state spending next year in an effort to create jobs and kick start its sputtering economy. it has earmarked 100 trillion won ($96bn) for the first six months of 2005  60% of its total annual budget.,business
blind student  hears in colour  a blind student has developed software that turns colours into musical notes so that he can read weather maps. victor wong  a graduate student from hong kong studying at cornell university in new york state  had to read coloured maps of the upper atmosphere as part of his research.,tech
greek pair set for hearing kostas kenteris and katerina thanou will fight the provisional two-year bans imposed on them by the iaaf at an independent tribunal this weekend. athletics  ruling body took action against the pair for failing to take drugs tests before the athens olympics.,sport
candela completes bolton switch bolton boss sam allardyce has signed roma defender vincent candela on a five-month deal. the 31-year-old former france international gave his last press conference as a roma player on monday  anouncing his move to bolton.,sport
big guns ease through in san jose top-seeded americans andy roddick and andre agassi survived minor scares to reach the last eight of the sap open. agassi endured early problems against left-handed dane kenneth carlsen before sealing a 7-5 6-1 victory.,sport
bennett play takes theatre prizes the history boys by alan bennett has been named best new play in the critics  circle theatre awards. set in a grammar school  the play also earned a best actor prize for star richard griffiths as teacher hector.,entertainment
jugnot  tops french actor league  actor gerard jugnot - star of the oscar-nominated film the chorus - has beaten gerard depardieu to become france s best-paid actor of 2004. jugnot made 5.45m euros (£3.77m) last year  according to a table drawn up by france s le figaro newspaper.,entertainment
industrial revival hope for japan japanese industry is growing faster than expected  boosting hopes that the country s retreat back into recession is over. industrial output rose 2.1% - adjusted for the time of year - in january from a month earlier.,business
uk s national gallery in the pink the national gallery  home to some of the uk s greatest artworks  has seen a big jump in visitor numbers. five million visitors made the london gallery - which houses treasures like raphael s madonna of the pinks - the uk s most visited museum in 2004.,entertainment
mobile games come of age the bbc news website takes a look at how games on mobile phones are maturing. a brief round-up follows but you can skip straight to the reviews by clicking on the links below.,tech
domain system scam fear a system to make it easier to create website addresses using alphabets like cyrillic could open a back door for scammers  a trade body has warned. the internationalised domain names system has been a work in progress for years and has recently been approved by the internet electronic task force.,tech
minister digs in over doping row the belgian sports minister at the centre of the svetlana kuznetsova doping row says he will not apologise for making allegations against her. claude eerdekens claims the us open champion tested positive for ephedrine at an exhibition event last month.,sport
roundabout continues nostalgia trip the new big-screen version of the magic roundabout  released in the uk on friday  is the latest attempt to turn children s television into box-office gold. recent years have seen a less-than-successful adaptation of the 1960s puppet show thunderbirds and a moderately successful version of e nesbit s five children and it  previously filmed by the bbc in 1991.,entertainment
court mulls file-sharing future judges at the us supreme court have been hearing evidence for and against file-sharing networks. the court will decide whether producers of file-sharing software can ultimately be held responsible for copyright infringement.,tech
india s rupee hits five-year high india s rupee has hit a five-year high after standard & poor s (s&p) raised the country s foreign currency rating. the rupee climbed to 43.305 per us dollar on thursday  up from a close of 43.41.,business
regiments  group in poll move a regiments  campaign group is to target nine marginal labour seats at the general election. save the scottish regiments will also field a candidate against armed forces minister adam ingram in east kilbride.,politics
fockers retain film chart crown comedy meet the fockers has held on to the number one spot at the north american box office for a second week. it took $42.8m (£23.7m) at the weekend  making its overall takings more than $163m (£90m) in 12 days  according to studio estimates.,entertainment
more movies head to sony s psp movies open water and saw are among those to be made available for sony s psp games console. film studio lions gate entertainment has announced an initial list of 12 movies that will be on the umd format used by the handheld.,tech
labour seeks to quell feud talk labour s leadership put on a show of unity at a campaign poster launch after mps criticised tony blair and gordon brown over reports of their rift. mr brown was joined at the launch by john prescott and alan milburn  the man controversially put in charge of election planning by mr blair.,politics
everton s weir cools euro hopes everton defender david weir has played down talk of european football  despite his team lying in second place in the premiership after beating liverpool. weir told bbc radio five live:  we don t want to rest on our laurels and say we have achieved anything yet.,sport
wales stars need a rest - ruddock wales coach mike ruddock has defended his decision not to release any of the international stars for this weekend s regional celtic league fixtures. ruddock says the players will benefit from the rest  and their absence will give youngsters a chance to impress.,sport
immigration to be election issue immigration and asylum have normally been issues politicians from the big parties have tiptoed around at election time. but no longer.,politics
woolf murder sentence rethink plans to give murderers lighter sentences if they plead guilty have been watered down. there was an outcry three months ago when the sentencing guidelines council - led by lord woolf - published its proposals for england and wales.,politics
eu aiming to fuel development aid european union finance ministers meet on thursday to discuss proposals  including a tax on jet fuel  to boost development aid for poorer nations. the policy makers are to ask for a report into how more development money can be raised  the eu said.,business
england claim dubai sevens glory england beat fiji 26-21 in a dramatic final in dubai to win the first irb sevens event of the season. having beaten australia and south africa to reach the final  england fell behind to an early try against fiji.,sport
roddick to face saulnier in final andy roddick will play cyril saulnier in the final of the sap open in san jose on sunday. the american top seed and defending champion overcame germany s tommy haas  the third seed  7-6 (7-3) 6-3.,sport
dollar gains on greenspan speech the dollar has hit its highest level against the euro in almost three months after the federal reserve head said the us trade deficit is set to stabilise. and alan greenspan highlighted the us government s willingness to curb spending and rising household savings as factors which may help to reduce it.,business
pixies take on reading and leeds pixies  foo fighters and iron maiden will headline this summer s leeds and reading festivals. the trio of rock heavyweights will top the bill for the three-day events at bramham park  near wetherby  and at richfield avenue  reading.,entertainment
de niro completes box office coup robert de niro has completed a transatlantic box office double by topping the uk and us film charts with two different films at the same time. comedy sequel meet the fockers  in which he stars with ben stiller  dustin hoffman and barbra streisand  shot to the top of the uk chart at the weekend.,entertainment
mps demand  budget leak  answers ministers have been asked to explain how budget details were printed in a london newspaper half an hour before gordon brown made his speech. the tories said a large chunk of the budget appeared to have been leaked in what they describe as a  serious breach of treasury confidentiality .,politics
criminal probe on citigroup deals traders at us banking giant citigroup are facing a criminal investigation in germany over a controversial bond deal. the deal saw the sale of 11bn euros ($14.4bn; £7.6bn) of government bonds in a few minutes on 2 august  with 4bn euros-worth then bought back later.,business
india s maruti sees profits jump india s biggest carmaker maruti has reported a sharp increase in quarterly profit after a booming economy and low interest rates boosted demand. net profit surged 70% to 2.39bn rupees ($54.98m; £29.32m) in the last three months of 2004 compared with 1.41bn rupees a year earlier.,business
brazil approves bankruptcy reform a major reform of brazil s bankruptcy laws has been approved by the country s congress  in a move which it is hoped will cut the cost of borrowing. the bill  proposed in 1993  has finally been approved by the leadership of president luiz inacio lula da silva.,business
strong demand triggers oil rally crude oil prices surged back above the $47 a barrel mark on thursday after an energy market watchdog raised its forecasts for global demand. the international energy agency (iea) warned demand for opec s crude in the first quarter would outstrip supply.,business
holmes back on form in birmingham double olympic champion kelly holmes was back to her best as she comfortably won the 1 000m at the norwich union birmingham indoor grand prix. the 34-year-old  running only her second competitive race of the season  shook off the rust to win in two minutes  35.39 seconds.,sport
id theft surge hits us consumers almost a quarter of a million us consumers complained of being targeted for identity theft in 2004  official figures suggest. the federal trade commission said two in five of the 635 173 reports it had from consumers concerned id fraud.,business
india s deccan seals $1.8bn deal air deccan has ordered 30 airbus a320 planes in a $1.8bn (£931m) deal as india s first low-cost airline expands in the fast-growing domestic market. air deccan was set up last year and wants to lure travellers away from the railway network and pricier rivals.,business
tories urge  change at the top  tory delegates are gathering for what is expected to be their last conference before the general election  declaring britain needs  a change at the top . the party goes into its spring forum trying to highlight what it sees as a clear choice between it and labour.,politics
pakistani women  must not hide  hiding women away in the home hidden behind veils is a backward view of islam  president musharraf of pakistan has said during a visit to britain. he was speaking to the bbc s newsnight programme a few hours before visiting the pakistani community in manchester.,politics
lasers help bridge network gaps an indian telecommunications firm has turned to lasers to help it overcome the problems of setting up voice and data networks in the country. tata teleservices is using the lasers to make the link between customers  offices and its own core network.,tech
singer sizzla jailed for swearing reggae star sizzla  whose uk tour was cancelled after protests at his  anti-gay  lyrics  has been jailed in jamaica for swearing on stage. the singer must serve 15 days in prison after he consistently swore during a concert in st thomas  jamaica  in january despite warnings by police.,entertainment
jamieson issues warning to bigots scotland s justice minister has warned bigoted soccer fans that she wants to hit them  where it hurts most  by banning them from matches. cathy jamieson said exclusion orders are one of a series of measures being considered in the scottish executive campaign against sectarianism.,politics
train strike grips buenos aires a strike on the buenos aires underground has caused traffic chaos and large queues at bus stops in the argentine capital. tube workers walked out last week demanding a 53% pay rise and in protest against the installation of automatic ticket machines.,business
t-mobile bets on  pocket office  t-mobile has launched its latest  pocket office  third-generation (3g) device which also has built-in wi-fi - high-speed wireless net access. unlike other devices where the user has to check which high-speed network is available to transfer data  the device selects the fastest one itself.,tech
ad sales boost time warner profit quarterly profits at us media giant timewarner jumped 76% to $1.13bn (£600m) for the three months to december  from $639m year-earlier. the firm  which is now one of the biggest investors in google  benefited from sales of high-speed internet connections and higher advert sales.,business
takeover offer for sunderland fc bob murray  chairman of sunderland fc  has launched a £1.5m ($2.8m) bid for the club after buying broadcaster bskyb s stake in the business. mr murray is already sunderland s leading shareholder  holding a 37.6% stake  and now hopes to take full control of the championship side.,business
wales hails new superstar one game into his six nations career  and gavin henson is already a welsh legend. a mesmeric display against england  topped off by his howitzer of a match-winning penalty  has secured life membership of that particular club.,sport
cable offers video-on-demand cable firms ntl and telewest have both launched video-on-demand services as the battle between satellite and cable tv heats up. movies from sony pictures  walt disney  touchstone  miramax  columbia and buena vista will be among those on offer.,tech
apple unveils low-cost  mac mini  apple has unveiled a new  low-cost macintosh computer for the masses  billed as the mac mini. chief executive steve jobs showed off the new machine at his annual macworld speech  in san francisco.,tech
